Gene	UniProt	Domain_Name	Start	End
SVEP1	SVEP1	Sushi 4	725	789
SVEP1	SVEP1	EGF-like 1	1193	1229
SVEP1	SVEP1	EGF-like 2; calcium-binding	1231	1267
SVEP1	SVEP1	EGF-like 3; calcium-binding	1269	1305
SVEP1	SVEP1	EGF-like 4; calcium-binding	1307	1343
SVEP1	SVEP1	EGF-like 5; calcium-binding	1345	1381
SVEP1	SVEP1	EGF-like 6; calcium-binding	1383	1419
SVEP1	SVEP1	Pentraxin (PTX)	1424	1628
SVEP1	SVEP1	Sushi 5	1629	1687
SVEP1	SVEP1	Sushi 6	1688	1745
SVEP1	SVEP1	EGF-like 7; calcium-binding	1745	1784
SVEP1	SVEP1	Sushi 7	1787	1844
SVEP1	SVEP1	Sushi 8	1845	1902
SVEP1	SVEP1	Sushi 9	1903	1960
SVEP1	SVEP1	Sushi 10	1961	2018
SVEP1	SVEP1	Sushi 11	2019	2080
SVEP1	SVEP1	Sushi 12	2081	2143
SVEP1	SVEP1	Sushi 13	2144	2201
SVEP1	SVEP1	Sushi 14	2202	2261
SVEP1	SVEP1	Sushi 15	2262	2320
SVEP1	SVEP1	Sushi 16	2321	2378
SVEP1	SVEP1	Sushi 17	2379	2437
SVEP1	SVEP1	Sushi 18	2438	2495
SVEP1	SVEP1	Sushi 19	2496	2553
SVEP1	SVEP1	Sushi 20	2554	2610
SVEP1	SVEP1	Sushi 21	2663	2714
SVEP1	SVEP1	Sushi 22	2715	2772
SVEP1	SVEP1	Sushi 23	2773	2830
SVEP1	SVEP1	Sushi 24	2831	2888
SVEP1	SVEP1	Sushi 25	2889	2946
SVEP1	SVEP1	Sushi 26	2947	3004
SVEP1	SVEP1	Sushi 27	3005	3061
SVEP1	SVEP1	Sushi 28	3062	3119
SVEP1	SVEP1	Sushi 29	3120	3178
SVEP1	SVEP1	Sushi 30	3179	3238
SVEP1	SVEP1	Sushi 31	3239	3296
SVEP1	SVEP1	Sushi 32	3297	3354
SVEP1	SVEP1	Sushi 33	3355	3413
SVEP1	SVEP1	Sushi 34	3414	3470
SVEP1	SVEP1	EGF-like 8	3500	3532
SVEP1	SVEP1	EGF-like 9	3533	3564
SVIL	SVIL	HP	2151	2214
SLC50A1	SWET1	MtN3/slv 1	10	94
SLC50A1	SWET1	MtN3/slv 2	127	212
SWAP70	SWP70	PH	210	306
SWT1	SWT1	PINc	388	515
SYT14P1	SY14L	C2	49	182
SYAP1	SYAP1	BSD	158	210
SYDE1	SYDE1	C2	249	366
SYDE1	SYDE1	Rho-GAP	398	604
SYDE2	SYDE2	C2	660	779
SYDE2	SYDE2	Rho-GAP	816	1031
EPRS1	SYEP	WHEP-TRS 1	749	805
EPRS1	SYEP	WHEP-TRS 2	822	878
EPRS1	SYEP	WHEP-TRS 3	900	956
FARSB	SYFB	B5	302	379
FARS2	SYFM	FDX-ACB	358	450
SYNGAP1	SYGP1	PH	150	251
SYNGAP1	SYGP1	C2	242	363
SYNGAP1	SYGP1	Ras-GAP	459	667
SYNJ2BP	SYJ2B	PDZ	13	100
MARS1	SYMC	GST C-terminal	74	198
MARS1	SYMC	WHEP-TRS	841	897
SYNC	SYNCI	IF rod	168	463
SYNE1	SYNE1	Calponin-homology (CH) 1	27	134
SYNE1	SYNE1	Calponin-homology (CH) 2	178	283
SYNE1	SYNE1	KASH	8738	8797
SYNE2	SYNE2	Calponin-homology (CH) 1	31	136
SYNE2	SYNE2	Calponin-homology (CH) 2	181	286
SYNE2	SYNE2	KASH	6826	6885
SYNE3	SYNE3	KASH	917	975
SYNE4	SYNE4	KASH	347	404
SYNM	SYNEM	IF rod	11	322
SYNJ1	SYNJ1	SAC	119	442
SYNJ1	SYNJ1	RRM	902	971
SYNJ2	SYNJ2	SAC	120	444
SYNJ2	SYNJ2	RRM	889	968
SYNPO2	SYNP2	PDZ	6	88
SYNPR	SYNPR	MARVEL	1	202
SYNRG	SYNRG	EH	295	388
SYNPO2L	SYP2L	PDZ	6	88
SYP	SYPH	MARVEL	21	227
SYPL1	SYPL1	MARVEL	28	237
SYPL2	SYPL2	MARVEL	30	238
SYT10	SYT10	C2 1	231	352
SYT10	SYT10	C2 2	363	496
SYT11	SYT11	C2 1	157	279
SYT11	SYT11	C2 2	291	426
SYT12	SYT12	C2 1	152	272
SYT12	SYT12	C2 2	283	416
SYT13	SYT13	C2 1	158	275
SYT13	SYT13	C2 2	287	422
SYT14	SYT14	C2 1	260	379
SYT14	SYT14	C2 2	415	550
SYT15	SYT15	C2 1	147	264
SYT15	SYT15	C2 2	278	399
SYT16	SYT16	C2 1	350	469
SYT16	SYT16	C2 2	505	640
SYT17	SYT17	C2 1	184	310
SYT17	SYT17	C2 2	321	455
SYT1	SYT1	C2 1	142	261
SYT1	SYT1	C2 2	273	406
SYT2	SYT2	C2 1	139	258
SYT2	SYT2	C2 2	270	403
SYT3	SYT3	C2 1	299	420
SYT3	SYT3	C2 2	431	565
SYT4	SYT4	C2 1	153	274
SYT4	SYT4	C2 2	287	420
SYT5	SYT5	C2 1	108	227
SYT5	SYT5	C2 2	239	372
SYT6	SYT6	C2 1	229	350
SYT6	SYT6	C2 2	361	494
SYT7	SYT7	C2 1	135	255
SYT7	SYT7	C2 2	266	399
SYT8	SYT8	C2 1	103	219
SYT8	SYT8	C2 2	231	346
SYT9	SYT9	C2 1	220	341
SYT9	SYT9	C2 2	352	485
TARS3	SYTC2	TGS	157	222
TARS1	SYTC	TGS	79	143
SYTL1	SYTL1	RabBD	31	87
SYTL1	SYTL1	C2 1	266	385
SYTL1	SYTL1	C2 2	398	527
SYTL2	SYTL2	RabBD	1	57
SYTL2	SYTL2	C2 1	628	753
SYTL2	SYTL2	C2 2	768	897
SYTL3	SYTL3	RabBD	4	123
SYTL3	SYTL3	C2 1	306	428
SYTL3	SYTL3	C2 2	462	603
SYTL4	SYTL4	RabBD	4	122
SYTL4	SYTL4	C2 1	356	478
SYTL4	SYTL4	C2 2	507	633
SYTL5	SYTL5	RabBD	7	123
SYTL5	SYTL5	C2 1	406	527
SYTL5	SYTL5	C2 2	563	694
TARS2	SYTM	TGS	55	121
VARS1	SYVC	GST C-terminal	89	219
WARS1	SYWC	WHEP-TRS	8	64
YARS1	SYYC	tRNA-binding	364	468
SZRD1	SZRD1	SUZ	42	107
SZRD1	SZRD1	SUZ-C	111	152
GTF2E1	T2EA	HTH TFE/IIEalpha-type	14	104
GTF2H2C_2	T2H2L	VWFA	60	236
TAB1	TAB1	PPM-type phosphatase	28	365
TAB2	TAB2	CUE	8	51
TAB3	TAB3	CUE	8	51
TC2N	TAC2N	C2 1	223	342
TC2N	TAC2N	C2 2	344	471
TACC1	TACC1	SPAZ 1	215	297
TACC1	TACC1	SPAZ 2	359	507
TACC2	TACC2	SPAZ	2315	2403
TACSTD2	TACD2	Thyroglobulin type-1	70	145
CD96	TACT	Ig-like V-type 1	38	125
CD96	TACT	Ig-like V-type 2	156	238
CD96	TACT	Ig-like C2-type	269	375
TADA2A	TAD2A	SANT	70	122
TADA2A	TAD2A	SWIRM	356	443
TADA2B	TAD2B	SANT	65	118
TARDBP	TADBP	RRM 1	104	200
TARDBP	TADBP	RRM 2	191	262
TAF12	TAF12	Histone-fold	59	126
TAF13	TAF13	Histone-fold	31	74
TAF1L	TAF1L	Bromo 1	1395	1503
TAF1L	TAF1L	Bromo 2	1517	1626
TAF1	TAF1	Protein kinase 1	1	435
TAF1	TAF1	Bromo 1	1397	1505
TAF1	TAF1	Protein kinase 2	1446	1893
TAF1	TAF1	Bromo 2	1519	1628
TAF4B	TAF4B	TAFH	256	353
TAF4B	TAF4B	Histone-fold	653	702
TAF4	TAF4	TAFH	590	687
TAF5	TAF5	LisH	92	124
TAF8	TAF8	Disordered	35	102
TAGAP	TAGAP	Rho-GAP	88	277
TAGLN2	TAGL2	Calponin-homology (CH)	24	136
TAGLN3	TAGL3	Calponin-homology (CH)	24	136
TAGLN	TAGL	Calponin-homology (CH)	24	137
TAL1	TAL1	bHLH	187	239
TAL2	TAL2	bHLH	2	54
TAOK1	TAOK1	Protein kinase	28	281
TAOK2	TAOK2	Protein kinase	28	281
TAOK3	TAOK3	Protein kinase	24	277
TAP1	TAP1	ABC transmembrane type-1	187	470
TAP1	TAP1	ABC transporter	503	742
TAP2	TAP2	ABC transmembrane type-1	152	435
TAP2	TAP2	ABC transporter	468	686
TRIOBP	TARA	PH	1778	1887
TARM1	TARM1	Ig-like C2-type 1	27	113
TARM1	TARM1	Ig-like C2-type 2	126	212
ABI3BP	TARSH	Fibronectin type-III 1	116	214
ABI3BP	TARSH	Fibronectin type-III 2	833	926
TBC1D10A	TB10A	Rab-GAP TBC	111	299
TBC1D10B	TB10B	Rab-GAP TBC	360	548
TBC1D10C	TB10C	Rab-GAP TBC	92	280
TBC1D22A	TB22A	Rab-GAP TBC	222	446
TBC1D22B	TB22B	Rab-GAP TBC	210	434
TBC1D12	TBC12	Rab-GAP TBC	484	692
TBC1D13	TBC13	Rab-GAP TBC	35	345
TBC1D14	TBC14	Rab-GAP TBC	401	611
TBC1D15	TBC15	Rab-GAP TBC	346	556
TBC1D16	TBC16	Rab-GAP TBC	425	635
TBC1D17	TBC17	Rab-GAP TBC	310	520
TBC1D19	TBC19	Rab-GAP TBC	251	472
TBC1D20	TBC20	Rab-GAP TBC	60	246
TBC1D21	TBC21	Rab-GAP TBC	57	265
TBC1D23	TBC23	Rab-GAP TBC	44	225
TBC1D23	TBC23	Rhodanese	334	446
TBC1D24	TBC24	Rab-GAP TBC	47	262
TBC1D24	TBC24	TLDc	343	554
TBC1D25	TBC25	Rab-GAP TBC	228	434
TBC1D26	TBC26	Rab-GAP TBC	101	250
TBC1D28	TBC28	Rab-GAP TBC	101	210
TBC1D29P	TBC29	Rab-GAP TBC; truncated	1	43
TBC1D30	TBC30	Rab-GAP TBC	249	457
TBC1D31	TBC31	Rab-GAP TBC	424	599
TBC1D3	TBC3A	Rab-GAP TBC	101	293
TBC1D3B	TBC3B	Rab-GAP TBC	101	293
TBC1D3C	TBC3C	Rab-GAP TBC	101	293
TBC1D3D	TBC3D	Rab-GAP TBC	101	293
TBC1D3E	TBC3E	Rab-GAP TBC	101	293
TBC1D3F	TBC3F	Rab-GAP TBC	101	293
TBC1D3G	TBC3G	Rab-GAP TBC	101	293
TBC1D3H	TBC3H	Rab-GAP TBC	101	293
TBC1D3I	TBC3I	Rab-GAP TBC	101	293
TBC1D3K	TBC3K	Rab-GAP TBC	101	293
TBC1D3L	TBC3L	Rab-GAP TBC	101	293
TBC1D8B	TBC8B	GRAM 1	145	212
TBC1D8B	TBC8B	GRAM 2	285	353
TBC1D8B	TBC8B	Rab-GAP TBC	487	674
TBC1D8B	TBC8B	EF-hand	858	893
TBC1D9B	TBC9B	GRAM 1	142	209
TBC1D9B	TBC9B	GRAM 2	288	356
TBC1D9B	TBC9B	Rab-GAP TBC	508	695
TBC1D9B	TBC9B	EF-hand	879	914
TBCB	TBCB	CAP-Gly	183	225
TBCCD1	TBCC1	C-CAP/cofactor C-like	290	435
TBCC	TBCC	C-CAP/cofactor C-like	171	323
TBC1D1	TBCD1	PID	246	404
TBC1D1	TBCD1	Rab-GAP TBC	800	994
TBC1D4	TBCD4	PID 1	53	209
TBC1D4	TBCD4	PID 2	312	468
TBC1D4	TBCD4	Rab-GAP TBC	918	1112
TBC1D5	TBCD5	Rab-GAP TBC	81	359
TBC1D7	TBCD7	Rab-GAP TBC	50	231
TBC1D8	TBCD8	GRAM 1	145	212
TBC1D8	TBCD8	GRAM 2	285	353
TBC1D8	TBCD8	Rab-GAP TBC	505	692
TBC1D9	TBCD9	GRAM 1	146	213
TBC1D9	TBCD9	GRAM 2	293	361
TBC1D9	TBCD9	Rab-GAP TBC	515	702
TBC1D9	TBCD9	EF-hand	886	921
TBCEL	TBCEL	LRRCT	262	303
TBCEL	TBCEL	Ubiquitin-like	334	424
TBCE	TBCE	CAP-Gly	27	71
TBCE	TBCE	LRRCT	342	384
TBCK	TBCK	Protein kinase	1	273
TBCK	TBCK	Rab-GAP TBC	466	651
TBCK	TBCK	Rhodanese	790	889
TBC1D2	TBD2A	PH	45	142
TBC1D2	TBD2A	Rab-GAP TBC	625	817
TBC1D2B	TBD2B	PH	34	139
TBC1D2B	TBD2B	Rab-GAP TBC	662	856
TBK1	TBK1	Protein kinase	9	310
TBK1	TBK1	Ubiquitin-like	309	385
TBL1XR1	TBL1R	LisH	4	36
TBL1XR1	TBL1R	F-box-like	41	86
TBL1X	TBL1X	LisH	55	87
TBL1X	TBL1X	F-box-like	92	137
TBL1Y	TBL1Y	LisH	4	36
TBL1Y	TBL1Y	F-box-like	41	86
TBRG1	TBRG1	FYR N-terminal	182	241
TBRG1	TBRG1	FYR C-terminal	242	321
TCAF1	TCAF1	Peptidase M60	542	841
TCAF2	TCAF2	Peptidase M60	542	841
TICAM1	TCAM1	TIR	393	553
TICAM2	TCAM2	TIR	73	229
TCEA1	TCEA1	TFIIS N-terminal	3	80
TCEA1	TCEA1	TFIIS central	140	256
TCEA2	TCEA2	TFIIS N-terminal	6	83
TCEA2	TCEA2	TFIIS central	138	254
TCEA3	TCEA3	TFIIS N-terminal	5	82
TCEA3	TCEA3	TFIIS central	187	303
TCF15	TCF15	bHLH	72	124
TCF19	TCF19	FHA	31	88
TCF21	TCF21	bHLH	79	131
TCF23	TCF23	bHLH	76	128
TCF24	TCF24	bHLH	49	101
TCFL5	TCFL5	bHLH	400	450
TCHHL1	TCHL1	EF-hand	48	83
TCOF1	TCOF	LisH	6	38
TECPR1	TCPR1	PH	611	717
TCERG1	TCRG1	WW 1	131	164
TCERG1	TCRG1	WW 2	429	462
TCERG1	TCRG1	WW 3	528	561
TCERG1	TCRG1	FF 1	659	712
TCERG1	TCRG1	FF 2	725	779
TCERG1	TCRG1	FF 3	791	846
TCERG1	TCRG1	FF 4	896	952
TCERG1	TCRG1	FF 5	954	1010
TCERG1	TCRG1	FF 6	1012	1077
TCERG1L	TCRGL	WW 1	148	181
TCERG1L	TCRGL	WW 2	339	372
TCERG1L	TCRGL	FF 1	450	503
TCERG1L	TCRGL	FF 2	515	570
TPT1P8	TCTP8	TCTP	1	139
TPT1	TCTP	TCTP	1	172
CRIPTO	TDGF1	EGF-like	78	107
CRIPTO3	TDGF3	EGF-like	78	107
TDRD10	TDR10	RRM	34	107
TDRD10	TDR10	Tudor	210	317
TDRD12	TDR12	Tudor 1	56	118
TDRD12	TDR12	Helicase ATP-binding	447	635
TDRD12	TDR12	Tudor 2	900	999
TDRD15	TDR15	Tudor 1	59	117
TDRD15	TDR15	Tudor 2	289	347
TDRD15	TDR15	Tudor 3	531	589
TDRD15	TDR15	Tudor 4	799	856
TDRD15	TDR15	Tudor 5	1011	1070
TDRD15	TDR15	Tudor 6	1342	1401
TDRD15	TDR15	Tudor 7	1574	1633
TDRD15	TDR15	Tudor 8	1780	1838
TDRD1	TDRD1	Tudor 1	312	372
TDRD1	TDRD1	Tudor 2	541	600
TDRD1	TDRD1	Tudor 3	762	821
TDRD1	TDRD1	Tudor 4	990	1048
TDRD3	TDRD3	UBA	193	233
TDRD3	TDRD3	Tudor	555	615
TDRD5	TDRD5	HTH OST-type 1	7	80
TDRD5	TDRD5	HTH OST-type 2	127	202
TDRD5	TDRD5	HTH OST-type 3	295	369
TDRD5	TDRD5	Tudor	525	584
TDRD6	TDRD6	Tudor 1	65	120
TDRD6	TDRD6	Tudor 2	310	369
TDRD6	TDRD6	Tudor 3	536	593
TDRD6	TDRD6	Tudor 4	816	875
TDRD6	TDRD6	Tudor 5	1033	1088
TDRD6	TDRD6	Tudor 6	1352	1411
TDRD6	TDRD6	Tudor 7	1567	1626
TDRD6	TDRD6	Tudor 8	2026	2084
TDRD7	TDRD7	HTH OST-type 1	3	76
TDRD7	TDRD7	HTH OST-type 2	233	302
TDRD7	TDRD7	HTH OST-type 3	337	406
TDRD7	TDRD7	Tudor 1	513	570
TDRD7	TDRD7	Tudor 2	703	760
TDRD9	TDRD9	Helicase ATP-binding	142	308
TDRD9	TDRD9	Helicase C-terminal	377	544
TDRD9	TDRD9	Tudor	944	1004
TDRKH	TDRKH	KH 1	52	115
TDRKH	TDRKH	KH 2	124	190
TDRKH	TDRKH	Tudor	353	412
DNTT	TDT	BRCT	27	124
TERF2IP	TE2IP	BRCT	78	101
TERF2IP	TE2IP	Myb-like	128	188
TCEANC2	TEAN2	TFIIS N-terminal	40	114
TCEANC2	TEAN2	TFIIS central	131	208
TCEANC	TEANC	TFIIS N-terminal	5	82
TCEANC	TEANC	TFIIS central	173	289
PTGES3	TEBP	CS	1	90
TECTA	TECTA	NIDO	98	252
TECTA	TECTA	VWFC	260	314
TECTA	TECTA	VWFD 1	320	500
TECTA	TECTA	TIL 1	597	650
TECTA	TECTA	VWFD 2	711	886
TECTA	TECTA	TIL 2	984	1036
TECTA	TECTA	VWFD 3	1098	1278
TECTA	TECTA	TIL 3	1372	1425
TECTA	TECTA	VWFD 4	1485	1666
TECTA	TECTA	ZP	1805	2059
TECTB	TECTB	ZP	19	283
TEC	TEC	PH	4	111
TEC	TEC	SH3	179	239
TEC	TEC	SH2	247	345
TEC	TEC	Protein kinase	370	623
TMEFF1	TEFF1	Kazal-like 1	98	145
TMEFF1	TEFF1	Kazal-like 2	189	237
TMEFF1	TEFF1	EGF-like	271	311
TMEFF2	TEFF2	Kazal-like 1	90	137
TMEFF2	TEFF2	Kazal-like 2	181	229
TMEFF2	TEFF2	EGF-like	261	301
TEF	TEF	bZIP	233	296
TENM1	TEN1	Teneurin N-terminal	1	318
TENM1	TEN1	EGF-like 1	528	559
TENM1	TEN1	EGF-like 2	560	591
TENM1	TEN1	EGF-like 3	592	624
TENM1	TEN1	EGF-like 4	625	657
TENM1	TEN1	EGF-like 5	658	691
TENM1	TEN1	EGF-like 6	692	721
TENM1	TEN1	EGF-like 7	722	753
TENM1	TEN1	EGF-like 8	761	796
TENM2	TEN2	Teneurin N-terminal	1	375
TENM2	TEN2	EGF-like 1	575	603
TENM2	TEN2	EGF-like 2	598	634
TENM2	TEN2	EGF-like 3	636	668
TENM2	TEN2	EGF-like 4	669	701
TENM2	TEN2	EGF-like 5	702	735
TENM2	TEN2	EGF-like 6	738	766
TENM2	TEN2	EGF-like 7	769	797
TENM2	TEN2	EGF-like 8	808	841
TENM3	TEN3	Teneurin N-terminal	1	309
TENM3	TEN3	EGF-like 1	514	545
TENM3	TEN3	EGF-like 2	546	576
TENM3	TEN3	EGF-like 3	578	610
TENM3	TEN3	EGF-like 4	611	642
TENM3	TEN3	EGF-like 5	644	677
TENM3	TEN3	EGF-like 6	678	709
TENM3	TEN3	EGF-like 7	710	739
TENM3	TEN3	EGF-like 8	740	774
TENM4	TEN4	Teneurin N-terminal	1	341
TENM4	TEN4	EGF-like 1	562	593
TENM4	TEN4	EGF-like 2	594	624
TENM4	TEN4	EGF-like 3	626	658
TENM4	TEN4	EGF-like 4	659	690
TENM4	TEN4	EGF-like 5	692	725
TENM4	TEN4	EGF-like 6	726	757
TENM4	TEN4	EGF-like 7	758	787
TENM4	TEN4	EGF-like 8	788	831
TNC	TENA	EGF-like 1; incomplete	174	186
TNC	TENA	EGF-like 2	186	217
TNC	TENA	EGF-like 3	217	248
TNC	TENA	EGF-like 4	248	280
TNC	TENA	EGF-like 5	280	311
TNC	TENA	EGF-like 6	311	342
TNC	TENA	EGF-like 7	342	373
TNC	TENA	EGF-like 8	373	404
TNC	TENA	EGF-like 9	404	435
TNC	TENA	EGF-like 10	435	466
TNC	TENA	EGF-like 11	466	497
TNC	TENA	EGF-like 12	497	528
TNC	TENA	EGF-like 13	528	559
TNC	TENA	EGF-like 14	559	590
TNC	TENA	EGF-like 15	590	621
TNC	TENA	Fibronectin type-III 1	625	715
TNC	TENA	Fibronectin type-III 2	716	804
TNC	TENA	Fibronectin type-III 3	805	894
TNC	TENA	Fibronectin type-III 4	895	990
TNC	TENA	Fibronectin type-III 5	991	1075
TNC	TENA	Fibronectin type-III 6	1076	1165
TNC	TENA	Fibronectin type-III 7	1167	1256
TNC	TENA	Fibronectin type-III 8	1258	1350
TNC	TENA	Fibronectin type-III 9	1351	1439
TNC	TENA	Fibronectin type-III 10	1440	1531
TNC	TENA	Fibronectin type-III 11	1533	1621
TNC	TENA	Fibronectin type-III 12	1622	1711
TNC	TENA	Fibronectin type-III 13	1712	1801
TNC	TENA	Fibronectin type-III 14	1802	1888
TNC	TENA	Fibronectin type-III 15	1889	1977
TNC	TENA	Fibrinogen C-terminal	1975	2190
TNN	TENN	EGF-like 1	167	198
TNN	TENN	EGF-like 2	199	229
TNN	TENN	EGF-like 3	230	260
TNN	TENN	Fibronectin type-III 1	264	352
TNN	TENN	Fibronectin type-III 2	353	444
TNN	TENN	Fibronectin type-III 3	445	532
TNN	TENN	Fibronectin type-III 4	533	623
TNN	TENN	Fibronectin type-III 5	624	709
TNN	TENN	Fibronectin type-III 6	710	800
TNN	TENN	Fibronectin type-III 7	801	886
TNN	TENN	Fibronectin type-III 8	887	976
TNN	TENN	Fibronectin type-III 9	977	1063
TNN	TENN	Fibrinogen C-terminal	1061	1278
TNR	TENR	EGF-like 1	188	199
TNR	TENR	EGF-like 2	219	230
TNR	TENR	EGF-like 3	250	261
TNR	TENR	EGF-like 4	281	292
TNR	TENR	EGF-like 5	312	323
TNR	TENR	Fibronectin type-III 1	328	420
TNR	TENR	Fibronectin type-III 2	421	505
TNR	TENR	Fibronectin type-III 3	506	595
TNR	TENR	Fibronectin type-III 4	596	687
TNR	TENR	Fibronectin type-III 5	688	777
TNR	TENR	Fibronectin type-III 6	778	865
TNR	TENR	Fibronectin type-III 7	866	955
TNR	TENR	Fibronectin type-III 8	956	1042
TNR	TENR	Fibronectin type-III 9	1043	1130
TNR	TENR	Fibrinogen C-terminal	1129	1344
TNS1	TENS1	Phosphatase tensin-type	129	301
TNS1	TENS1	C2 tensin-type	306	432
TNS1	TENS1	SH2	1567	1676
TNS1	TENS1	PTB	1702	1837
TNS2	TENS2	Phosphatase tensin-type	122	294
TNS2	TENS2	C2 tensin-type	299	425
TNS2	TENS2	SH2	1140	1247
TNS2	TENS2	PTB	1275	1408
TNS3	TENS3	Phosphatase tensin-type	1	170
TNS3	TENS3	C2 tensin-type	175	301
TNS3	TENS3	SH2	1172	1282
TNS3	TENS3	PTB	1310	1444
TNS4	TENS4	SH2	449	556
TNS4	TENS4	PTB	582	705
TNXA	TENXA	Fibronectin type-III 1	41	135
TNXA	TENXA	Fibronectin type-III 2	145	249
TNXA	TENXA	Fibronectin type-III 3	250	311
TNXB	TENX	EGF-like 1; incomplete	156	168
TNXB	TENX	EGF-like 2	183	213
TNXB	TENX	EGF-like 3	214	244
TNXB	TENX	EGF-like 4	245	275
TNXB	TENX	EGF-like 5	276	306
TNXB	TENX	EGF-like 6	307	337
TNXB	TENX	EGF-like 7	338	368
TNXB	TENX	EGF-like 8	369	399
TNXB	TENX	EGF-like 9	400	430
TNXB	TENX	EGF-like 10	431	461
TNXB	TENX	EGF-like 11	462	492
TNXB	TENX	EGF-like 12	493	523
TNXB	TENX	EGF-like 13	524	554
TNXB	TENX	EGF-like 14	555	585
TNXB	TENX	EGF-like 15	586	616
TNXB	TENX	EGF-like 16	617	647
TNXB	TENX	EGF-like 17	648	679
TNXB	TENX	EGF-like 18	684	714
TNXB	TENX	EGF-like 19	715	746
TNXB	TENX	Fibronectin type-III 1	959	1051
TNXB	TENX	Fibronectin type-III 2	1064	1153
TNXB	TENX	Fibronectin type-III 3	1161	1249
TNXB	TENX	Fibronectin type-III 4	1263	1352
TNXB	TENX	Fibronectin type-III 5	1374	1468
TNXB	TENX	Fibronectin type-III 6	1476	1572
TNXB	TENX	Fibronectin type-III 7	1574	1669
TNXB	TENX	Fibronectin type-III 8	1674	1764
TNXB	TENX	Fibronectin type-III 9	1778	1868
TNXB	TENX	Fibronectin type-III 10	1883	1971
TNXB	TENX	Fibronectin type-III 11	1989	2089
TNXB	TENX	Fibronectin type-III 12	2097	2185
TNXB	TENX	Fibronectin type-III 13	2196	2296
TNXB	TENX	Fibronectin type-III 14	2305	2398
TNXB	TENX	Fibronectin type-III 15	2408	2502
TNXB	TENX	Fibronectin type-III 16	2519	2617
TNXB	TENX	Fibronectin type-III 17	2625	2723
TNXB	TENX	Fibronectin type-III 18	2733	2840
TNXB	TENX	Fibronectin type-III 19	2841	2939
TNXB	TENX	Fibronectin type-III 20	2949	3042
TNXB	TENX	Fibronectin type-III 21	3062	3153
TNXB	TENX	Fibronectin type-III 22	3168	3260
TNXB	TENX	Fibronectin type-III 23	3264	3355
TNXB	TENX	Fibronectin type-III 24	3357	3446
TNXB	TENX	Fibronectin type-III 25	3451	3544
TNXB	TENX	Fibronectin type-III 26	3553	3647
TNXB	TENX	Fibronectin type-III 27	3657	3754
TNXB	TENX	Fibronectin type-III 28	3758	3847
TNXB	TENX	Fibronectin type-III 29	3848	3934
TNXB	TENX	Fibronectin type-III 30	3935	4025
TNXB	TENX	Fibrinogen C-terminal	4021	4236
TEP1	TEP1	TROVE	223	676
TEP1	TEP1	NACHT	1162	1490
TERB1	TERB1	Myb-like	666	719
TERF1	TERF1	HTH myb-type	375	432
TERF2	TERF2	HTH myb-type	484	541
TERT	TERT	Reverse transcriptase	605	935
TESK1	TESK1	Protein kinase	57	314
TESK2	TESK2	Protein kinase	58	313
PRSS21	TEST	Peptidase S1	42	286
TES	TES	PET	92	199
TES	TES	LIM zinc-binding 1	234	297
TES	TES	LIM zinc-binding 2	299	359
TES	TES	LIM zinc-binding 3	362	421
CLEC3B	TETN	C-type lectin	77	198
TEX14	TEX14	Protein kinase	227	518
TEX2	TEX2	SMP-LTD	816	1101
GTF2H1	TF2H1	BSD 1	99	154
GTF2H1	TF2H1	BSD 2	180	232
GTF2H2	TF2H2	VWFA	60	236
TFCP2L1	TF2L1	Grh/CP2 DB	43	280
RELA	TF65	RHD	19	306
TFAP4	TFAP4	bHLH	48	99
TFCP2	TFCP2	Grh/CP2 DB	61	300
TCF3	TFE2	bHLH	549	602
TFE3	TFE3	bHLH	346	399
TFEB	TFEB	bHLH	235	288
TFEC	TFEC	bHLH	139	192
TFF1	TFF1	P-type	29	72
TFF2	TFF2	P-type 1	29	73
TFF2	TFF2	P-type 2	79	122
TFF3	TFF3	P-type	30	73
TFG	TFG	PB1	10	91
TFIP11	TFP11	G-patch	149	195
TFPI	TFPI1	BPTI/Kunitz inhibitor 1	54	104
TFPI	TFPI1	BPTI/Kunitz inhibitor 2	125	175
TFPI	TFPI1	BPTI/Kunitz inhibitor 3	217	267
TFPI2	TFPI2	BPTI/Kunitz inhibitor 1	36	86
TFPI2	TFPI2	BPTI/Kunitz inhibitor 2	96	149
TFPI2	TFPI2	BPTI/Kunitz inhibitor 3	158	208
TFRC	TFR1	PA	223	313
TGFBR3	TGBR3	ZP	455	730
TGFBRAP1	TGFA1	CNH	24	297
TGFA	TGFA	EGF-like	43	83
TGFB1I1	TGFI1	LIM zinc-binding 1	226	285
TGFB1I1	TGFI1	LIM zinc-binding 2	286	343
TGFB1I1	TGFI1	LIM zinc-binding 3	344	403
TGFB1I1	TGFI1	LIM zinc-binding 4	404	461
TGFBR1	TGFR1	GS	175	204
TGFBR1	TGFR1	Protein kinase	205	495
TGFBR2	TGFR2	Protein kinase	244	544
MIA3	TGO1	SH3	45	107
TGFBR3L	TGR3L	ZP; truncated	17	170
THRA	THA	NR LBD	163	407
THRB	THB	NR LBD	217	461
TXN2	THIOM	Thioredoxin	61	166
TXN	THIO	Thioredoxin	2	105
THOC1	THOC1	Death	570	653
ALYREF	THOC4	RRM	106	182
F2	THRB	Gla	44	89
F2	THRB	Kringle 1	108	186
F2	THRB	Kringle 2	213	291
